512,357,709,454,422,369,581
516,353,714,452,424,369,573
511,358,702,454,421,366,577
509,352,708,451,426,361,581
505,353,709,451,424,369,573
510,350,713,449,422,371,577
510,352,707,448,420,370,577
510,358,705,455,423,363,577
512,347,709,452,422,370,573
512,349,700,451,425,363,582
515,347,701,447,430,364,581
515,348,705,449,425,363,577
504,352,709,455,423,368,576
514,351,706,453,422,379,578
509,347,714,444,425,377,578
505,349,705,448,422,372,580
512,356,714,447,428,371,584
501,353,705,449,429,369,574
509,351,699,449,420,372,577
510,348,706,454,422,370,578
508,348,712,451,422,371,577
508,353,710,448,429,362,580
511,353,707,455,424,363,584
509,346,709,444,423,380,575
516,343,703,451,419,372,584
518,344,705,451,424,374,577
514,343,708,447,424,371,578
509,347,710,452,421,377,573
505,350,702,445,423,368,578
514,348,706,449,424,371,572
510,346,714,445,423,372,574
507,349,708,445,423,378,570
509,349,707,451,422,369,580
504,351,707,447,427,372,572
509,349,716,447,421,369,565
508,354,697,450,430,369,577
512,345,708,447,428,368,578
507,350,708,444,426,366,583
508,346,701,452,424,366,575
512,346,702,447,421,370,586
510,346,702,448,421,370,571
512,342,698,452,427,367,577
504,344,709,454,430,372,578
500,341,701,456,422,371,575
509,347,698,447,423,372,572
505,342,703,455,422,375,571
501,342,695,449,425,370,580
503,347,700,449,422,368,580
504,344,704,445,422,370,575
501,345,702,448,424,382,585
497,345,706,447,427,395,582
507,341,708,449,419,392,582
504,346,705,443,424,392,569
503,343,708,453,422,396,577
501,340,702,446,424,400,577
502,341,698,444,426,401,577
501,341,703,443,425,396,570
497,345,705,441,429,393,570
503,343,696,441,423,395,571
499,340,701,439,422,396,571
502,341,697,439,423,398,570
500,341,703,440,423,401,570
502,345,701,439,423,398,572
499,342,700,436,422,403,563
494,345,702,430,417,406,569
503,346,698,435,422,401,568
500,345,695,441,423,400,566
498,343,694,433,423,405,567
503,347,692,434,427,396,572
499,345,698,434,423,400,567
504,344,698,431,421,404,580
511,350,705,431,421,403,566
497,345,706,435,419,402,571
503,351,698,431,425,402,570
511,344,700,441,423,401,573
512,340,697,434,421,405,570
501,352,698,429,421,397,571
507,346,695,434,419,399,569
501,347,694,429,420,402,564
505,344,695,430,422,399,561
501,343,704,428,421,404,572
499,339,702,429,421,404,568
498,343,697,432,422,402,565
509,341,698,430,423,401,571
506,348,702,427,420,397,568
504,339,700,427,425,404,569
500,344,706,427,423,401,565
504,340,695,428,427,401,566
498,341,698,433,419,399,565
500,342,696,426,421,403,564
501,338,704,430,426,403,578
499,347,697,426,430,401,572
500,342,708,433,418,401,572
502,346,701,424,425,400,561
500,344,696,429,423,401,566
504,342,698,431,425,403,562
496,340,704,427,424,403,568
500,338,696,424,424,403,571
496,339,710,425,422,402,573
504,344,693,425,428,401,571
502,338,707,423,422,399,569
499,340,703,421,422,402,565
498,338,703,423,423,403,570
497,337,710,426,423,397,566
507,342,700,423,419,402,566
502,343,697,425,430,407,563
500,338,702,428,429,406,567
504,333,702,424,427,407,567
504,335,697,428,423,404,562
501,335,700,427,422,406,572
499,337,699,429,422,404,564
501,338,701,424,426,402,565
502,342,707,429,424,413,562
499,344,693,424,422,413,564
497,335,697,424,424,404,569
496,336,693,424,423,407,565
498,345,702,430,430,413,567
496,346,698,426,429,404,560
495,338,698,423,426,409,563
494,343,697,423,427,404,564
497,339,705,423,424,409,566
493,336,696,425,421,407,559
495,339,699,424,430,406,562
494,338,698,420,425,409,571
494,338,699,424,431,403,570
493,339,694,424,429,411,573
496,335,701,431,424,406,562
493,339,694,425,425,407,567
494,336,697,425,423,407,574
489,337,711,425,427,404,559
488,332,698,426,421,406,562
484,335,709,421,423,409,558
489,340,703,430,425,407,562
483,339,703,423,428,402,559
495,336,711,430,427,406,567
492,336,698,423,425,405,563
486,336,702,428,424,404,560
487,339,698,422,424,400,564
485,344,701,428,429,403,568
489,339,702,428,423,410,557
489,341,704,427,424,404,566
491,337,698,425,419,403,563
485,341,698,425,429,403,564
486,338,702,419,424,407,560
487,341,695,426,430,402,559
487,338,702,427,424,400,561
490,340,698,426,425,403,568
489,340,696,421,426,400,569
484,339,700,425,426,401,565
487,339,695,424,421,400,572
485,338,696,425,419,399,568
484,335,700,422,425,399,562
482,342,696,424,426,399,564
488,338,706,427,423,407,561
483,337,698,423,428,404,562
488,337,698,426,422,405,565
487,343,698,424,425,394,563
486,336,698,423,426,400,559
482,342,698,420,424,396,567
484,336,695,424,430,396,571
486,336,702,423,422,402,571
482,339,701,424,425,392,568
481,342,697,426,425,397,570
486,336,696,423,425,401,571
481,339,706,421,425,397,562
482,338,698,423,424,403,557
482,332,698,422,426,393,566
484,338,699,419,427,399,568
487,337,700,422,423,395,564
484,334,705,424,422,397,558
483,341,699,425,429,393,566
483,335,690,424,420,394,558
483,340,702,421,427,391,558
491,336,700,421,427,394,562
480,339,708,423,424,401,562
483,339,700,426,432,393,567
489,339,697,431,421,394,568
487,341,703,424,423,394,568
484,335,696,424,426,390,569
484,345,705,421,428,394,565
482,335,706,425,422,395,564
482,341,699,420,420,397,560
479,336,700,420,422,397,567
481,336,701,428,418,396,567
477,336,700,419,422,394,560
476,335,704,417,423,401,561
482,345,700,417,425,394,566
485,340,704,423,419,395,565
482,340,699,422,421,391,560
477,342,706,420,420,395,566
480,337,701,422,424,402,563
482,338,697,421,424,398,562
479,336,700,419,423,399,560
483,339,697,420,427,397,559
477,334,707,421,428,402,552
479,336,699,421,420,395,560
474,338,695,421,424,398,560
480,338,692,423,419,397,558
477,335,697,420,422,405,563
477,340,696,423,422,400,559
476,341,706,416,425,399,563
480,334,699,421,424,398,560
479,335,698,423,425,396,562
484,333,693,416,424,397,563
485,332,707,413,424,396,556
480,334,706,417,421,398,565
476,335,708,417,428,401,562
474,333,697,420,429,393,564
479,333,695,413,422,401,566
479,332,710,413,422,394,563
477,333,702,413,424,401,560
477,331,697,416,424,398,557
477,331,696,416,424,394,558
481,340,701,417,426,402,557
476,340,703,415,430,402,556
482,335,695,421,428,399,564
476,332,699,416,420,399,567
480,329,690,418,425,397,563
486,333,710,413,424,395,552
479,332,698,416,423,396,564
478,329,694,413,424,397,559
474,332,699,410,431,398,558
479,341,704,413,428,394,564
474,332,700,411,426,398,560
477,332,693,410,422,404,551
475,342,710,415,426,394,552
479,332,696,412,428,396,557
472,337,695,414,423,403,557
474,337,701,412,423,398,564
475,336,698,412,423,403,556
476,341,692,411,431,390,556
477,338,697,417,421,398,555
476,333,698,410,424,401,562
474,338,696,411,424,396,558
477,333,695,411,425,395,557
478,332,707,416,423,397,551
474,339,696,413,426,399,556
479,334,706,412,421,394,567
478,337,694,414,428,394,557
473,333,696,413,423,399,564
472,333,699,412,426,395,563
486,330,701,408,419,394,560
480,334,691,411,429,391,560
480,332,704,408,424,391,552
487,336,707,411,422,397,569
480,333,703,415,427,391,562
483,333,690,411,425,387,561
475,338,692,412,424,388,566
476,334,707,410,426,388,565
474,337,705,408,422,390,564
474,338,698,409,425,393,554
475,337,703,409,423,391,563
476,340,695,414,424,390,561
483,332,703,414,420,394,559
476,333,700,409,423,390,562
480,330,697,414,429,387,559
475,333,701,410,422,389,557
476,334,695,411,423,388,558
481,329,696,419,429,389,559
481,338,697,414,426,391,563
479,332,695,412,424,390,560
475,334,696,411,424,389,568
471,334,697,407,421,384,559
479,334,702,412,428,388,563
475,333,706,407,422,392,557
472,335,701,410,423,386,559
469,335,695,407,424,388,565
473,331,693,415,427,385,554
476,330,694,410,419,385,555
471,339,701,409,427,388,555
471,339,697,408,424,386,558
471,333,697,411,426,387,557
477,338,695,409,424,386,559
468,334,699,410,423,385,569
475,333,695,409,423,386,560
470,332,695,410,422,386,558
470,334,698,405,428,384,556
474,334,698,408,421,384,556
472,334,709,406,425,386,559
475,332,700,407,424,382,561
471,335,707,412,420,383,564
476,334,706,409,427,377,559
471,341,702,406,426,380,556
470,333,693,407,425,378,558
475,332,706,405,421,379,565
474,328,693,407,424,379,555
479,333,702,407,423,384,565
474,332,693,404,429,382,558
472,333,695,408,422,384,556
480,330,698,411,422,383,562
475,333,700,405,423,387,558
479,335,704,403,419,387,565
478,334,692,401,421,385,565
474,333,696,402,425,384,560
479,338,700,410,430,389,561
472,331,696,406,422,385,565
479,337,697,411,419,384,558
476,337,693,407,419,382,563
476,332,702,412,423,384,559
481,332,699,405,425,390,551
472,326,696,408,420,384,561
477,329,694,407,426,387,567
472,330,700,403,421,387,562
478,332,702,402,425,385,562
478,331,691,411,429,387,560
477,331,696,411,422,386,570
472,332,697,406,426,389,555
476,333,696,408,424,388,558
475,328,705,409,421,388,567
475,331,701,405,423,388,570
479,330,699,405,420,388,562
479,326,696,404,424,387,562
473,328,697,405,421,388,559
472,330,694,404,422,386,560
479,334,702,402,427,385,560
477,327,696,406,429,391,563
472,332,696,404,424,394,558
476,334,709,403,425,391,560
477,330,695,408,421,390,560
476,329,700,400,431,395,563
472,330,700,403,426,395,566
480,335,697,407,430,391,559
481,328,694,406,427,392,570
478,328,697,405,427,393,563
475,330,702,402,426,398,565
479,329,700,399,428,395,559
480,330,695,402,423,390,557
475,329,694,403,435,394,561
475,336,695,404,425,397,561
481,332,699,407,430,394,561
469,334,700,404,427,398,555
476,333,691,403,429,400,558
472,330,696,410,431,396,560
476,331,705,397,429,397,561
479,328,702,407,426,396,569
473,331,695,403,428,399,558
483,331,700,399,427,400,569
474,339,691,408,432,396,566
476,331,696,405,429,399,562
474,335,697,405,428,400,558
475,334,704,402,436,398,561
474,334,701,402,429,395,565
474,327,706,401,430,393,561
474,330,703,401,431,395,568
474,338,696,401,429,396,553
479,332,695,405,428,391,558
474,337,698,401,429,393,559
476,328,697,404,433,392,563
471,331,702,403,432,395,557
477,331,703,404,429,395,561
474,332,707,396,429,389,560
471,332,701,407,429,399,564
473,335,693,404,431,393,553
479,330,698,403,435,393,567
480,327,697,400,426,393,565
477,332,696,406,425,391,567
476,332,695,405,431,396,561
482,334,695,403,428,394,560
482,337,693,405,428,392,564
477,337,696,408,427,397,564
482,339,703,403,435,397,560
475,333,693,398,433,394,562
476,335,706,399,429,398,565
478,334,696,408,431,394,558
484,335,693,407,434,394,561
478,334,704,405,430,394,559
480,339,698,403,432,392,560
482,337,695,407,431,395,568
480,331,697,400,432,396,563
482,332,695,399,428,396,565
481,336,696,400,433,399,559
479,339,695,398,429,395,558
479,333,698,400,430,392,563
478,335,696,401,433,397,567
478,333,695,408,427,395,558
474,339,693,407,430,394,565
482,335,704,399,426,395,562
478,339,692,401,437,391,560
477,338,692,400,431,394,555
477,342,692,397,430,402,556
475,335,696,395,432,399,563
478,334,702,397,431,400,567
475,338,699,399,429,396,565
481,333,694,400,433,395,559
477,331,698,397,428,395,567
480,338,703,401,431,396,565
477,339,703,395,432,394,560
473,333,698,391,430,398,559
475,342,700,399,429,400,558
471,337,697,394,428,401,554
476,342,707,400,438,391,556
482,335,698,404,433,398,563
476,339,706,397,428,395,557
476,332,702,396,432,396,560
479,337,699,397,429,401,562
484,334,701,396,427,401,564
483,334,696,397,429,395,558
477,337,701,399,433,395,562
479,333,699,399,432,396,557
474,334,705,402,429,397,560
471,336,696,397,429,401,564
478,337,696,400,434,396,568
474,345,700,401,429,396,561
473,334,705,396,429,401,564
478,337,698,399,430,397,564
473,339,702,400,430,392,551
481,334,698,399,431,395,559
472,336,694,397,438,397,559
479,336,692,396,429,396,562
477,332,697,402,429,397,569
477,334,691,397,434,395,563
474,333,697,398,425,395,566
474,334,697,398,432,395,558
475,333,700,395,430,393,558
475,330,700,396,429,395,567
472,337,700,396,436,394,563
474,332,706,391,432,393,570
