342,355,774,357,297,524,573
341,358,773,354,296,525,570
337,358,769,354,295,524,564
338,362,774,353,298,527,568
338,360,765,357,299,517,565
337,360,765,357,298,521,560
339,361,772,360,298,518,561
337,363,775,354,295,522,559
337,361,771,356,293,517,561
337,366,765,356,297,520,562
336,362,776,356,299,525,561
342,363,773,356,297,528,553
338,364,765,356,295,521,556
338,365,769,355,296,520,556
341,362,762,361,295,514,553
339,362,772,355,293,512,553
339,366,756,360,293,516,553
340,367,761,353,294,514,553
342,367,765,360,295,518,550
341,368,762,361,293,516,553
339,367,770,358,293,515,551
339,372,764,357,293,513,552
341,369,767,357,294,509,557
341,365,766,360,293,515,551
340,370,760,356,294,510,550
343,369,758,362,292,508,549
340,366,762,356,295,508,554
341,369,763,357,293,510,553
339,365,757,361,293,517,550
339,365,753,362,292,512,545
343,370,762,359,298,511,544
339,365,760,357,295,517,545
340,367,764,361,294,517,547
341,369,758,359,294,510,546
339,368,762,355,292,507,545
342,367,761,355,292,511,544
341,372,752,355,294,514,546
341,367,756,359,294,502,545
342,368,753,361,295,509,548
342,369,753,356,292,510,550
341,370,752,357,292,520,545
340,367,754,358,290,522,544
342,367,755,358,293,523,544
340,364,763,355,293,516,543
337,367,761,358,294,517,537
340,365,749,354,295,511,539
337,365,752,356,291,519,546
339,362,752,358,296,513,537
340,368,756,364,293,517,539
337,365,759,362,294,517,544
336,370,755,362,290,515,541
337,371,754,362,292,513,541
336,369,744,364,293,520,543
337,372,747,362,291,514,545
336,373,752,362,289,510,536
335,367,748,360,291,515,540
336,377,753,362,291,514,540
335,374,751,363,294,514,544
334,374,750,365,293,516,538
336,371,741,360,291,515,539
340,375,744,365,290,508,542
335,373,747,363,290,510,536
334,374,748,361,291,510,540
336,372,748,363,290,513,541
333,372,753,362,291,505,542
336,372,739,365,290,506,535
337,374,747,364,293,506,536
336,372,751,364,293,505,540
335,373,746,363,294,508,543
334,377,745,359,290,503,538
339,371,743,359,292,508,530
337,375,735,359,292,513,532
335,373,741,357,291,505,536
335,371,744,359,293,505,533
334,374,741,362,294,510,533
335,376,740,361,292,502,532
332,374,739,362,291,507,536
336,376,750,359,293,510,533
332,376,740,359,290,500,534
332,375,745,359,293,507,534
336,374,743,357,294,501,532
336,376,740,362,290,508,532
336,371,737,365,292,504,539
335,370,735,361,293,501,533
332,371,738,365,293,498,532
334,372,744,362,292,505,531
331,375,737,364,293,506,533
336,370,748,358,293,500,530
332,370,744,361,293,502,540
332,374,746,359,295,503,532
336,370,745,363,290,506,532
332,371,749,360,294,507,530
335,370,736,359,292,505,531
333,369,751,358,289,501,528
332,369,736,359,292,505,535
331,370,745,361,294,509,531
334,371,733,362,291,499,533
338,370,747,358,292,500,533
337,367,744,359,294,503,531
337,369,741,362,292,502,533
333,367,739,360,291,503,532
334,372,740,357,293,499,530
333,365,740,360,295,505,528
334,365,750,358,289,502,534
332,366,744,359,291,499,531
335,366,739,357,289,502,530
332,363,740,362,291,503,535
332,365,738,360,289,505,534
335,366,741,356,290,499,537
332,365,747,361,292,509,530
335,362,743,361,290,502,531
337,361,746,358,290,507,536
334,364,751,359,292,505,530
330,367,745,357,292,502,532
333,364,750,361,290,503,529
335,364,740,356,291,505,534
332,366,745,358,289,511,531
331,363,752,357,295,510,535
330,361,738,355,289,508,526
334,359,751,354,292,504,536
328,367,741,354,291,509,532
332,366,743,355,289,513,529
334,362,749,355,291,510,528
334,363,739,358,288,516,534
333,360,745,356,295,514,527
333,362,743,354,292,508,528
335,361,745,356,290,508,527
331,362,750,356,292,508,530
332,362,749,356,289,513,528
332,361,743,356,290,508,526
331,359,752,358,295,510,526
331,360,747,359,290,507,528
333,360,747,351,294,506,525
331,364,742,356,290,503,526
334,360,736,355,290,513,528
334,359,746,357,294,508,530
329,360,747,356,288,510,531
330,360,741,354,294,503,527
331,359,751,355,289,506,525
330,359,742,354,291,512,529
331,362,745,355,289,506,524
329,359,749,354,288,512,530
329,361,738,355,290,505,531
329,361,741,357,290,503,528
331,363,748,354,290,508,527
334,364,742,353,293,504,536
333,360,744,355,288,507,525
329,358,748,354,288,508,527
330,358,745,351,293,504,528
328,362,743,356,290,502,534
329,357,754,354,296,504,538
331,359,752,353,289,510,527
329,364,742,356,291,512,528
331,359,745,353,290,509,527
332,359,742,358,291,506,525
328,359,743,359,290,512,531
333,358,740,354,293,512,526
333,359,744,354,290,510,529
331,359,737,355,287,514,528
333,358,741,352,289,513,524
330,358,738,350,292,516,528
329,359,748,353,293,509,528
328,356,743,352,289,508,526
331,361,741,354,289,509,526
328,360,746,352,292,508,527
328,360,743,353,290,505,528
329,358,757,354,291,510,526
330,354,749,351,288,511,524
328,359,745,352,290,516,530
328,360,755,351,291,514,529
330,359,741,356,289,512,525
327,359,745,356,289,518,526
330,359,742,354,288,510,527
328,357,742,354,288,511,528
327,356,740,355,288,513,521
329,355,748,351,292,513,525
329,357,750,352,289,513,522
326,357,754,350,288,517,525
325,359,744,350,288,514,529
330,358,743,352,290,513,523
329,357,744,348,291,513,524
328,357,749,350,291,515,530
326,356,752,356,288,518,524
326,359,741,353,293,513,525
325,355,744,354,291,516,531
328,355,749,354,288,513,528
326,353,739,352,288,512,525
328,356,750,351,288,509,527
326,353,745,351,290,513,527
326,354,745,350,289,518,530
327,355,755,351,289,515,530
325,354,749,354,292,513,530
325,353,750,351,291,521,520
325,358,759,353,288,517,524
329,353,750,351,287,516,526
324,354,744,349,290,513,531
325,357,757,349,292,516,525
329,355,748,351,288,513,531
325,353,748,352,288,515,523
326,356,749,351,288,511,526
329,353,750,353,288,515,534
330,355,748,350,290,513,535
329,354,740,354,287,525,535
326,359,751,350,288,520,537
325,356,749,354,290,522,532
324,354,755,349,293,516,532
327,359,746,355,288,518,535
328,360,753,354,290,508,538
326,354,743,348,298,508,533
328,354,747,352,296,508,541
328,356,753,354,291,510,532
329,356,745,350,290,507,535
325,357,749,351,294,507,533
330,362,746,349,292,505,532
327,355,746,351,293,505,533
326,356,746,349,295,507,536
328,355,746,353,294,507,531
327,354,747,351,294,510,533
331,357,746,349,294,511,530
